,0,total_value
2520,눌르,-0.7894736842105263
2521,눌리,-0.6782608695652175
2522,눌린,-0.6216216216216217
2523,눌림,-0.6521739130434783
2524,눔,-0.19999999999999996
2525,눕,-0.22222222222222227
2526,눕혀,-0.03448275862068967
2527,눕혀서,0.23529411764705888
2528,눕히,-0.11111111111111116
2529,눠,0.09090909090909088
2530,뉘,0.11111111111111116
2531,뉴,0.009852216748768461
2532,뉴스,-0.28571428571428575
2533,늄,-0.06666666666666665
2534,느,-0.30822711471610664
2535,느껴,-0.05985037406483795
2536,느껴서,0.4285714285714286
2537,느껴요,-0.37931034482758624
2538,느껴져,-0.3076923076923077
2539,느껴져서,0.18
2540,느껴져요,-0.13294797687861276
2541,느껴졌,0.31868131868131866
2542,느껴질,-0.16455696202531644
2543,느껴짐,-0.43999999999999995
2544,느껴집니다,-0.17333333333333334
2545,느꼈,-0.07070707070707072
2546,느끼,-0.08093278463648829
2547,느낀,0.14130434782608692
2548,느낄,0.04977375565610864
2549,느낌,-0.19419457253004757
2550,느낍니다,-0.25
2551,느려,-0.8211624441132639
2552,느려도,-0.8571428571428572
2553,느려서,-0.5800604229607251
2554,느려요,-0.722943722943723
2555,느렸,-0.1270536692223439
2556,느리,-0.7336019700022387
2557,느린,-0.3703703703703704
2558,느린데,-0.4545454545454546
2559,느릴,-0.2571428571428571
2560,느림,-0.8658536585365855
2561,느지,-0.8666666666666667
2562,는,-0.1382113821138211
2563,는데,-0.27826675693974273
2564,늘,0.7230573787846708
2565,늘러,-0.5714285714285714
2566,늘려,-0.180327868852459
2567,늘려서,-0.35714285714285715
2568,늘려야,-0.16666666666666669
2569,늘렸,-0.6774193548387097
2570,늘리,-0.40740740740740744
2571,늘린,-0.9130434782608696
2572,늘릴,-0.3333333333333333
2573,늘상,0.5555555555555556
2574,늘씬,0.3333333333333333
2575,늘어나,-0.21131741821396993
2576,늘어난,-0.6239316239316239
2577,늘어난다고,-0.6000000000000001
2578,늘어날,-0.16666666666666669
2579,늘어남,-0.5333333333333334
2580,늘어납니다,-0.37931034482758624
2581,늘어났,-0.631578947368421
2582,늘어져,-0.7721518987341771
2583,늘어져서,-0.7021276595744681
2584,늘어지,-0.42647058823529416
2585,늘어진,-0.5909090909090908
2586,늘어질,-0.6428571428571428
2587,늘어짐,0.016949152542372836
2588,늙,-0.35294117647058826
2589,늠,0.08771929824561409
2590,늣,-0.11363636363636359
2591,능,0.2972972972972973
2592,능력,-0.3409090909090909
2593,늦,-0.39566020313942757
2594,늦가을,-0.39999999999999997
2595,늦봄,0.18518518518518517
2596,늦여름,0.3333333333333333
2597,늬,-0.21212121212121215
2598,니,0.18331226295828063
2599,니까,-0.31107205623901585
2600,니까요,0.15999999999999998
2601,니깐,0.07526881720430106
2602,니나,0.11111111111111116
2603,니니,-0.05882352941176472
2604,니다,-0.32048192771084333
2605,니더,-0.18181818181818182
2606,니라,0.28571428571428575
2607,니미,-0.8
2608,니삭스,0.3333333333333333
2609,니스,-0.07317073170731708
2610,니아,0.5789473684210527
2611,니요,-0.2631578947368421
2612,니자,0.2592592592592593
2613,니즘,-0.6140350877192982
2614,니트,-0.28143712574850305
2615,니퍼,-0.8181818181818181
2616,닉,0.7398373983739837
2617,닉스,0.09090909090909088
2618,닌,-0.2521739130434783
2619,닐,-0.19999999999999996
2620,님,-0.018518518518518545
2621,닝,0.14367816091954028
2622,닝닝,-0.8
2623,닢,-0.5
2624,다,-0.36989866132866256
2625,다가,-0.3513513513513513
2626,다가오,0.46428571428571425
2627,다가와서,0.3913043478260869
2628,다거,-0.23076923076923078
2629,다고,-0.22500000000000003
2630,다구,-0.14285714285714285
2631,다기,-0.5625
2632,다녀,0.035294117647058865
2633,다녀도,0.5161290322580645
2634,다녀서,0.14666666666666667
2635,다녀야,-0.2727272727272727
2636,다녀오,-0.11864406779661013
2637,다녀온,-0.1578947368421053
2638,다녀올,0.4285714285714286
2639,다녀와서,-0.3125
2640,다녀왔,0.3170731707317073
2641,다녀요,0.2818181818181818
2642,다녔,-0.06299212598425202
2643,다는,-0.5
2644,다니,0.1417085427135678
2645,다닌,-0.2173913043478261
2646,다닌지,-0.6666666666666667
2647,다닐,0.25
2648,다닐려고,-0.07692307692307687
2649,다닐려구,0.09090909090909088
2650,다님,-0.5081967213114753
2651,다닙니다,0.5352112676056338
2652,다다다다,-0.09090909090909088
2653,다듬,-0.5185185185185186
2654,다라,-0.2727272727272727
2655,다라마,0.3525179856115108
2656,다량,0.43478260869565216
2657,다려,-0.4423076923076923
2658,다려서,-0.46341463414634143
2659,다렸,-0.6000000000000001
2660,다로,0.0
2661,다루,-0.3421052631578947
2662,다룬,-0.8400000000000001
2663,다뤄야,0.0
2664,다르,-0.6210228611831252
2665,다른,-0.30109948337528153
2666,다른가,-0.47368421052631576
2667,다른데,-0.4181818181818182
2668,다른데요,-0.7647058823529411
2669,다른지,-0.38235294117647056
2670,다를,-0.5331412103746398
2671,다를까,-0.7049180327868851
2672,다를까요,-0.6666666666666667
2673,다름,-0.8658718330849478
2674,다름없,-0.7142857142857142
2675,다릅니다,-0.820754716981132
2676,다리,-0.390625
2677,다리미,-0.6451612903225807
2678,다리미질,-0.48148148148148145
2679,다리미판,-0.8666666666666667
2680,다리발,-0.3333333333333333
2681,다리털,-0.8333333333333333
2682,다리통,-0.5223880597014925
2683,다린,-0.6363636363636365
2684,다림,-0.6666666666666667
2685,다림질,-0.48407643312101906
2686,다마,0.032258064516129004
2687,다만,0.5763440860215054
2688,다면,-0.08108108108108109
2689,다목,0.2727272727272727
2690,다물,-0.48148148148148145
2691,다미아,-0.25
2692,다비,-0.8
2693,다산,-0.2727272727272727
2694,다섯,-0.1732101616628175
2695,다세,-0.7894736842105263
2696,다소,0.13785557986870894
2697,다수,-0.7826086956521738
2698,다스,0.34640522875817
2699,다시,-0.5449768160741886
2700,다시금,-0.19999999999999996
2701,다시마,-0.35294117647058826
2702,다신,-0.989041095890411
2703,다양,0.7157107231920199
2704,다요,-0.8333333333333333
2705,다용,-0.1282051282051282
2706,다용도,0.7391304347826086
2707,다용도실,0.3636363636363636
2708,다우,0.375
2709,다우니,0.4868035190615836
2710,다운,-0.009803921568627416
2711,다운로드,0.5
2712,다육,0.25110132158590304
2713,다음,0.223055934515689
2714,다이,-0.17647058823529416
2715,다이소,-0.7483731019522777
2716,다이슨,0.5833333333333333
2717,다이아,-0.2727272727272727
2718,다이어리,-0.411764705882353
2719,다이어터,0.8181818181818181
2720,다이어트,0.6614583333333333
2721,다이어트식,0.4166666666666667
2722,다이얼,-0.3170731707317073
2723,다인,-0.17647058823529416
2724,다자인,0.1578947368421053
2725,다져,-0.6000000000000001
2726,다진,0.2631578947368421
2727,다짐,-0.4461538461538461
2728,다쳐,-0.7142857142857142
2729,다쳐서,-0.5
2730,다쳤,-0.9649122807017543
2731,다치,-0.4516129032258065
2732,다친,0.0
2733,다칠,-0.7534246575342465
2734,다칠까,-0.8181818181818181
2735,다칠까봐,-0.6000000000000001
2736,다크,-0.11675126903553301
2737,다크호스,-0.16666666666666669
2738,다트,-0.3636363636363636
2739,다행,0.03646237393328167
2740,다행이,-0.17241379310344823
2741,다행히,0.14763231197771587
2742,다향,0.10000000000000003
2743,다홍,-0.6363636363636365
2744,다홍색,-0.19999999999999996
2745,닥,-0.6232876712328768
2746,닥치,-0.625
2747,닥터,0.3333333333333333
2748,닥터지,0.8849557522123894
2749,닦,-0.4468085106382979
2750,닦여,-0.019230769230769218
2751,닦여서,-0.04761904761904767
2752,닦이,-0.24242424242424243
2753,닦인다,-0.8461538461538463
2754,닦일,0.23076923076923078
2755,단,0.015127388535031816
2756,단가,-0.3283582089552239
2757,단거,-0.10000000000000003
2758,단것,0.15151515151515155
2759,단계,0.08617886178861789
2760,단골,0.523329129886507
2761,단골집,0.6470588235294117
2762,단과,0.0
2763,단내,-0.3846153846153846
2764,단단히,0.0
2765,단데,-0.4545454545454546
2766,단도,-0.024390243902439046
2767,단독,-0.09876543209876543
2768,단돈,-0.23076923076923078
2769,단말기,0.10000000000000003
2770,단맛,-0.4369369369369369
2771,단면,-0.644736842105263
2772,단백,0.6153846153846154
2773,단백질,0.5652173913043479
2774,단번에,-0.09090909090909088
2775,단부,-0.4615384615384615
2776,단색,0.032258064516129004
2777,단선,-0.49090909090909096
2778,단수,-0.14285714285714285
2779,단순,-0.025641025641025605
2780,단순히,-0.7419354838709677
2781,단시,-0.6666666666666667
2782,단어,-0.7358490566037736
2783,단연,0.5714285714285714
2784,단열,-0.6666666666666667
2785,단위,-0.14285714285714285
2786,단일,-0.6000000000000001
2787,단자,-0.6470588235294117
2788,단점,0.32375189107413016
2789,단정,0.38888888888888884
2790,단조,0.6734693877551021
2791,단종,0.09090909090909088
2792,단지,0.453125
2793,단차,-0.7209302325581395
2794,단체,0.5076923076923077
2795,단추,-0.5596681557115508
2796,단축,0.5
2797,단하,0.19999999999999996
2798,단호박,-0.4791666666666667
2799,단화,0.5789473684210527
2800,닫,-0.6133720930232558
2801,닫기,-0.5
2802,닫혀,-0.8624338624338623
2803,닫혔,-0.7391304347826086
2804,닫히,-0.7950819672131149
2805,닫힌,-0.7931034482758621
2806,닫힘,-0.9565217391304348
2807,달,-0.27948303715670436
2808,달걀,-0.3333333333333333
2809,달구,0.09090909090909088
2810,달그락,-0.6875
2811,달기,-0.31034482758620685
2812,달달,0.5324675324675325
2813,달라,-0.5314533622559654
2814,달라도,-0.826086956521739
2815,달라붙,-0.25345622119815664
2816,달라서,-0.5172413793103448
2817,달라요,-0.8126245847176079
2818,달라져,0.09090909090909088
2819,달라져서,0.09090909090909088
2820,달라졌,0.18181818181818182
2821,달라지,-0.14285714285714285
2822,달라진,-0.4186046511627907
2823,달라질,-0.4666666666666666
2824,달랐,-0.6170212765957446
2825,달랑,-0.8235294117647058
2826,달랑거리,-0.3846153846153846
2827,달랑달랑,-0.5652173913043479
2828,달래,0.2272727272727273
2829,달랬,-0.8481012658227849
2830,달려,-0.29378531073446323
2831,달려서,-0.0222222222222222
2832,달력,0.1578947368421053
2833,달렸,-0.2432432432432432
2834,달르,-0.7647058823529411
2835,달리,-0.484375
2836,달린,-0.39999999999999997
2837,달아보,-0.5081967213114753
2838,달인,0.09090909090909088
2839,달지,-0.7391304347826086
2840,달째,-0.027777777777777735
2841,달치,0.2631578947368421
2842,달팽이,0.595959595959596
2843,닭,0.26532258064516134
2844,닭갈비,0.43356643356643354
2845,닭고기,0.019354838709677413
2846,닭다리,0.5294117647058822
2847,닭똥집,-0.375
2848,닭발,-0.010309278350515427
2849,닭볶음탕,0.3846153846153846
2850,닮,0.11111111111111116
2851,닳,-0.09708737864077666
2852,담,0.11648223645893996
2853,담가,-0.5675675675675675
2854,담갔,-0.4146341463414634
2855,담겨,-0.23529411764705888
2856,담겨서,-0.07692307692307687
2857,담겨져,0.24528301886792447
2858,담구,-0.6190476190476191
2859,담궈,-0.5867768595041323
2860,담궈서,-0.368421052631579
2861,담그,-0.35064935064935066
2862,담근,-0.9130434782608696
2863,담글,-0.16666666666666669
2864,담기,-0.2592592592592593
2865,담긴,-0.18840579710144922
2866,담날,0.15625
2867,담당,-0.5588235294117647
2868,담당자,-0.9082568807339451
2869,담배,0.07446808510638303
2870,담부,-0.6799999999999999
2871,담사,-0.6842105263157894
2872,담요,0.025641025641025605
2873,담음,0.09090909090909088
2874,담주,0.020408163265306145
2875,답,-0.6164383561643836
2876,답글,-0.8117647058823529
2877,답니다,0.24390243902439024
2878,답례품,0.5428571428571429
2879,답변,-0.7802026500389712
2880,답장,-0.94
2881,닷,0.3580246913580247
2882,당,0.676416819012797
2883,당겨,-0.6595744680851063
2884,당겨도,-0.6363636363636365
2885,당겨서,-0.2272727272727273
2886,당겼,-0.4705882352941177
2887,당골,0.3846153846153846
2888,당근,-0.24102564102564106
2889,당기,-0.22285714285714286
2890,당김,0.4102564102564103
2891,당뇨,-0.07692307692307687
2892,당당,0.5
2893,당도,-0.3068783068783069
2894,당면,0.18681318681318682
2895,당부,-0.5483870967741935
2896,당분,0.28
2897,당분간,0.654867256637168
2898,당사자,-0.6363636363636365
2899,당시,-0.5675675675675675
2900,당신,-0.901639344262295
2901,당연,-0.21568627450980388
2902,당연히,-0.5224806201550387
2903,당일,-0.478134110787172
2904,당장,-0.655536028119508
2905,당첨,0.4557823129251701
2906,당최,-0.3333333333333333
2907,당하,-0.9272727272727272
2908,당한,-0.9333333333333333
2909,당할,-0.8461538461538463
2910,당해,-0.6666666666666667
2911,당혹,-0.7619047619047619
2912,당황,-0.475699558173785
2913,닼,-0.19999999999999996
2914,닿,-0.3667711598746082
2915,대,-0.28936742934051146
2916,대가,-0.6190476190476191
2917,대가리,-0.803921568627451
2918,대각선,-0.7391304347826086
2919,대강,-0.7916666666666667
2920,대개,0.07692307692307687
2921,대과,-0.6569037656903767
2922,대구,-0.6271186440677967
2923,대국,0.6571428571428573
2924,대기,-0.421875
2925,대나,-0.4285714285714286
2926,대나무,-0.21311475409836067
2927,대놓,-0.7
2928,대놓고,-0.7313432835820894
2929,대다수,-0.3333333333333333
2930,대단,-0.4285714285714286
2931,대단히,0.3980582524271845
2932,대답,-0.796875
2933,대대,0.2631578947368421
2934,대도,-0.23404255319148937
2935,대두,-0.08333333333333331
2936,대뜸,-0.875
2937,대란,0.09090909090909088
2938,대략,-0.4476987447698744
2939,대량,0.2853598014888337
2940,대로,-0.06637649619151254
2941,대론데,0.09090909090909088
2942,대롱대롱,-0.5294117647058822
2943,대륙,0.6666666666666667
2944,대리,0.06666666666666665
2945,대리석,-0.5294117647058822
2946,대리점,-0.31034482758620685
2947,대만,0.09333333333333332
2948,대면,-0.16666666666666669
2949,대문,-0.5588235294117647
2950,대박,0.5622641509433963
2951,대변,-0.17948717948717952
2952,대보,-0.22580645161290325
2953,대부분,-0.5364431486880465
2954,대분,-0.23809523809523814
2955,대비,0.5658055695473843
2956,대빵,0.5555555555555556
2957,대사,-0.14285714285714285
2958,대상,0.0
2959,대서,-0.5353535353535352
2960,대성공,0.6666666666666667
2961,대세,0.641025641025641
2962,대쉬,0.010526315789473717
2963,대시보드,0.1351351351351351
2964,대신,0.24201853759011333
2965,대실패,-0.945945945945946
2966,대안,-0.23529411764705888
2967,대야,-0.6363636363636365
2968,대여,-0.18367346938775508
2969,대여섯,-0.5454545454545454
2970,대왕,-0.30434782608695654
2971,대요,0.11827956989247307
2972,대용,0.47368421052631576
2973,대용량,0.7151106833493743
2974,대우,0.32352941176470584
2975,대웅,0.5061728395061729
2976,대응,-0.6850828729281768
2977,대인,-0.3333333333333333
2978,대자,0.0
2979,대장,0.5
2980,대전,-0.6129032258064515
2981,대접,0.19999999999999996
2982,대조,-0.6666666666666667
2983,대주,-0.2727272727272727
2984,대중,-0.05660377358490565
2985,대짜,-0.5625
2986,대창,-0.7066666666666668
2987,대책,-0.7142857142857142
2988,대처,-0.6082474226804124
2989,대체,-0.36008918617614266
2990,대체로,0.5028571428571429
2991,대추,-0.5766423357664234
2992,대충,-0.7805239742956005
2993,대충대충,-0.6923076923076923
2994,대칭,-0.8095238095238095
2995,대통령,0.5384615384615385
2996,대파,0.31034482758620685
2997,대패,-0.16981132075471694
2998,대표,-0.13432835820895522
2999,대하,-0.6071428571428572
3000,대학,0.4545454545454546
3001,대학생,0.7419354838709677
3002,대한,-0.4174573055028463
3003,대한민국,0.2820512820512821
3004,대해,-0.24041811846689898
3005,대해서,-0.23529411764705888
3006,대해선,-0.050000000000000044
3007,대행,-0.31034482758620685
3008,대형,0.19532908704883223
3009,대화,-0.22448979591836737
3010,대회,-0.04761904761904767
3011,댁,0.11818181818181817
3012,댄,-0.4705882352941177
3013,댈,-0.31578947368421056
3014,댐,-0.4920634920634921
3015,댑니다,-0.3333333333333333
3016,댓,-0.5522388059701493
3017,댓글,-0.6220095693779903
3018,댔,-0.6428571428571428
3019,댕,-0.16923076923076924
3020,댕강,-0.7894736842105263
3021,댕기,0.09433962264150941
3022,댕길,0.5384615384615385
3023,댕댕이,-0.19999999999999996
3024,댕이,-0.6571428571428573
3025,댜,0.4222222222222223
3026,더,0.009498225079151823
3027,더구나,-0.37931034482758624
3028,더군다나,-0.5800000000000001
3029,더군요,-0.607843137254902
3030,더나,-0.4285714285714286
3031,더니,-0.6351351351351351
3032,더더욱,0.2835820895522388
3033,더덕,-0.6666666666666667
3034,더디,-0.3913043478260869
3035,더라,-0.09090909090909088
3036,더라고요,-0.040000000000000036
3037,더라구요,-0.17241379310344823
3038,더러,-0.43999999999999995
3039,더러운,-0.8555555555555556
3040,더러움,-0.8
3041,더러워,-0.781021897810219
3042,더러워서,-0.8269230769230769
3043,더러워져,-0.19999999999999996
3044,더러워져서,-0.11111111111111116
3045,더러워졌,-0.4285714285714286
3046,더러워지,-0.2432432432432432
3047,더러워질,-0.3333333333333333
3048,더러웠,-0.7333333333333334
3049,더럽,-0.8928571428571428
3050,더리,0.39999999999999997
3051,더불,0.42424242424242425
3052,더블,-0.04895104895104896
3053,더스트,-0.30434782608695654
3054,더우,-0.032258064516129004
3055,더우니,-0.11111111111111116
3056,더욱,0.6529516994633273
3057,더욱더,0.5490196078431373
3058,더욱이,0.2727272727272727
3059,더운,-0.13497822931785192
3060,더운데,-0.30810810810810807
3061,더울,0.06857142857142856
3062,더움,-0.5348837209302326
3063,더워,-0.15173674588665453
3064,더워서,-0.17699115044247793
3065,더워져,0.3333333333333333
3066,더워졌,0.07692307692307687
3067,더워질,0.16666666666666669
3068,더웠,-0.19999999999999996
3069,더위,0.14925373134328357
3070,덕,0.13317191283292978
3071,덕분,0.4463157894736842
3072,덕지덕지,-0.8163265306122449
3073,던,-0.28571428571428575
3074,던가,-0.625
3075,던데,-0.5714285714285714
3076,던져,-0.8251599147121536
3077,던져두,-0.8723404255319149
3078,던져서,-0.7948717948717949
3079,던졌,-0.8214285714285714
3080,던지,-0.6946564885496183
3081,던진,-0.7714285714285714
3082,덛,-0.19999999999999996
3083,덜,-0.04350490196078427
3084,덜그럭,-0.7333333333333334
3085,덜덜,-0.39024390243902435
3086,덜덜거리,-0.6129032258064515
3087,덜된,-0.6666666666666667
3088,덜렁,-0.8076923076923077
3089,덜렁거리,-0.736842105263158
3090,덜렁덜렁,-0.8095238095238095
3091,덜컥,-0.47826086956521735
3092,덜컹,-0.5
3093,덜컹거리,-0.5
3094,덜컹덜컹,-0.7692307692307692
3095,덜하,0.004926108374384286
3096,덜한,0.41304347826086957
3097,덤,0.009661835748792313
3098,덤벨,-0.07784431137724551
3099,덥,-0.1224489795918367
3100,덥석,-0.6923076923076923
3101,덧,-0.11428571428571432
3102,덧대,-0.5841584158415842
3103,덧댄,-0.7142857142857142
3104,덧바르,0.36000000000000004
3105,덧발라,0.4545454545454546
3106,덧신,0.01538461538461533
3107,덧칠,-0.3170731707317073
3108,덩,-0.24731182795698925
3109,덩그러,-0.765625
3110,덩달,0.2173913043478261
3111,덩어리,-0.5936952714535901
3112,덩이,-0.2615384615384615
3113,덩치,-0.15306122448979592
3114,덫,-0.2727272727272727
3115,덮,-0.10259917920656636
3116,덮개,-0.5080213903743316
3117,덮밥,0.3333333333333333
3118,덮여,-0.28571428571428575
3119,덮이,-0.30000000000000004
3120,덮혀,-0.0714285714285714
3121,덮히,-0.11111111111111116
3122,데,-0.22697277213996564
3123,데기,-0.6000000000000001
3124,데님,-0.08749999999999997
3125,데리,0.024390243902439046
3126,데미지,0.05660377358490565
3127,데비,-0.8181818181818181
3128,데스크,-0.14285714285714285
3129,데요,-0.5
3130,데우,0.2911392405063291
3131,데운,0.5
3132,데울,0.4545454545454546
3133,데워,0.40170940170940167
3134,데워서,0.5686274509803921
3135,데웠,-0.22222222222222227
3136,데이,0.6864111498257839
3137,데이터,-0.3647058823529412
3138,데이트,-0.4285714285714286
3139,데인,-0.16666666666666669
3140,데일,-0.04761904761904767
3141,데일리,0.6057142857142856
3142,데쳐,-0.23809523809523814
3143,데쳐서,0.04761904761904767
3144,데코,0.07692307692307687
3145,데크,0.47368421052631576
3146,덴,-0.004878048780487809
3147,덴마크,0.6521739130434783
3148,델,0.1538461538461538
3149,뎀,0.14285714285714285
3150,뎁,-0.041666666666666685
3151,뎅,0.06857142857142856
3152,뎅이,-0.19999999999999996
3153,뎌,0.12041884816753923
3154,도,-0.16309523809523813
3155,도가니,-0.19999999999999996
3156,도구,0.07042253521126757
3157,도그,0.5428571428571429
3158,도금,-0.6666666666666667
3159,도기,0.23809523809523814
3160,도난,-0.7333333333333334
3161,도넛,-0.125
3162,도대체,-0.9095652173913042
3163,도데체,-0.8620689655172413
3164,도도,-0.3333333333333333
3165,도둑,0.04347826086956519
3166,도드,0.21875
3167,도드라져,-0.641025641025641
3168,도드라지,-0.19999999999999996
3169,도라,-0.29411764705882354
3170,도라지,-0.5
3171,도래,-0.2727272727272727
3172,도려,-0.6190476190476191
3173,도려내,-0.7538461538461538
3174,도로,-0.24
3175,도료,-0.4285714285714286
3176,도르,0.494949494949495
3177,도리,-0.7142857142857142
3178,도마,-0.3142857142857143
3179,도망,-0.5555555555555556
3180,도망가,-0.5555555555555556
3181,도매,-0.5714285714285714
3182,도면,-0.037037037037037035
3183,도모,0.5384615384615385
3184,도무지,-0.8723404255319149
3185,도배,-0.19047619047619047
3186,도색,-0.4505494505494505
3187,도서,-0.125
3188,도서관,0.5333333333333334
3189,도수,-0.5555555555555556
3190,도시,0.06122448979591838
3191,도시락,0.20192307692307687
3192,도안,-0.5384615384615385
3193,도어,-0.42307692307692313
3194,도와,-0.04255319148936171
3195,도요,-0.11538461538461542
3196,도움,0.40679953106682293
3197,도자기,-0.23076923076923078
3198,도장,0.013245033112582794
3199,도저,-0.9565217391304348
3200,도저히,-0.8839285714285714
3201,도전,0.3039647577092511
3202,도정,-0.5454545454545454
3203,도중,-0.5421686746987953
3204,도착,-0.008567931456548328
3205,도축,-0.7021276595744681
3206,도톰,0.30538922155688625
3207,도통,-0.6956521739130435
3208,도트,-0.40740740740740744
3209,도포,-0.8
3210,도향,0.375
3211,독,-0.15966386554621853
3212,독립,-0.05882352941176472
3213,독서,0.6470588235294117
3214,독서대,-0.1578947368421053
3215,독서실,0.5
3216,독성,-0.8823529411764706
3217,독일,-0.34883720930232553
3218,독점,0.6521739130434783
3219,독제,-0.2727272727272727
3220,독촉,-0.9166666666666667
3221,독특,0.6086956521739131
3222,독하,-0.30136986301369867
3223,독한,-0.5675675675675675
3224,독해,-0.027027027027026973
3225,독해서,-0.5789473684210527
3226,독해요,-0.8518518518518519
3227,돈,-0.8571728628439403
3228,돈가스,-0.125
3229,돈값,-0.8055555555555556
3230,돈아,-0.8666666666666667
3231,돋,-0.14705882352941174
3232,돋보이,0.08333333333333331
3233,돌,-0.34445534838076547
3234,돌기,-0.06666666666666665
3235,돌김,-0.4285714285714286
3236,돌덩이,-0.8888888888888888
3237,돌돌,-0.43037974683544306
3238,돌때,-0.1578947368421053
3239,돌려,0.014245014245014287
3240,돌려도,-0.29064039408866993
3241,돌려먹,0.7402597402597402
3242,돌려받,-0.9166666666666667
3243,돌려서,-0.07903780068728522
3244,돌려야,-0.20512820512820512
3245,돌려주,-0.16666666666666669
3246,돌렸,-0.5089108910891089
3247,돌리,-0.2056737588652482
3248,돌린,-0.4603174603174603
3249,돌릴,0.016666666666666663
3250,돌림,-0.10000000000000003
3251,돌멩이,-0.8571428571428572
3252,돌아,-0.4583333333333333
3253,돌아가,-0.5249169435215948
3254,돌아간,-0.36000000000000004
3255,돌아갈,-0.6363636363636365
3256,돌아감,-0.8214285714285714
3257,돌아갑니다,-0.16049382716049387
3258,돌아갔,-0.8076923076923077
3259,돌아기,0.3333333333333333
3260,돌아다녀,-0.05263157894736842
3261,돌아다녔,-0.19999999999999996
3262,돌아다니,-0.5033557046979866
3263,돌아다닐,-0.30000000000000004
3264,돌아다님,-0.8461538461538463
3265,돌아오,-0.3274336283185841
3266,돌아온,-0.5
3267,돌아와,-0.3846153846153846
3268,돌아와서,-0.43999999999999995
3269,돌아왔,0.441860465116279
3270,돌이,-0.4883720930232558
3271,돌잔치,0.6153846153846154
3272,돌쟁이,0.6363636363636365
3273,돌출,-0.6470588235294117
3274,돌파,0.9393939393939394
3275,돔,-0.4444444444444444
3276,돕,-0.7241379310344827
3277,돕니다,-0.39999999999999997
3278,돗,0.23809523809523814
3279,돗자리,0.24137931034482762
3280,동,-0.28057553956834536
3281,동강,-0.7619047619047619
3282,동계,0.826086956521739
3283,동굴,-0.19999999999999996
3284,동그라미,-0.6727272727272726
3285,동그란,-0.6030534351145038
3286,동그랗,-0.71875
3287,동글,-0.3333333333333333
3288,동글동글,0.23529411764705888
3289,동급,0.23076923076923078
3290,동기,0.2727272727272727
3291,동남아,-0.037037037037037035
3292,동내,-0.3913043478260869
3293,동네,-0.4906976744186047
3294,동대문,-0.5333333333333334
3295,동동,-0.22222222222222227
3296,동료,0.5058823529411764
3297,동물,-0.05128205128205132
3298,동봉,-0.14383561643835613
3299,동부,-0.8125
3300,동생,0.2931461601981833
3301,동서,-0.8095238095238095
3302,동시,-0.2546125461254613
3303,동안,-0.2506493506493506
3304,동양,0.40540540540540543
3305,동영상,-0.17048346055979646
3306,동원,-0.6521739130434783
3307,동의,0.2765957446808511
3308,동일,-0.265625
3309,동작,-0.03816793893129766
3310,동장,0.9047619047619047
3311,동전,-0.5670103092783505
3312,동중,-0.368421052631579
3313,동치미,-0.75
3314,동한,0.0
3315,동해,0.6923076923076923
3316,동호회,0.14285714285714285
3317,돼,-0.4147325933400605
3318,돼서,-0.3866666666666667
3319,돼야,-0.5555555555555556
3320,돼요,-0.4699186991869919
3321,돼지,-0.3491773308957953
3322,돼지갈비,-0.696969696969697
3323,돼지고기,0.046153846153846156
3324,됀,-0.6666666666666667
3325,됐,-0.29777777777777775
3326,됐었,0.027027027027026973
3327,되,-0.2523828382838284
3328,되게,-0.09273743016759778
3329,되도록,-0.30434782608695654
3330,되려,-0.7692307692307692
3331,된,-0.5870136070661256
3332,된다,-0.711111111111111
3333,된다고,-0.6613756613756614
3334,된다구,-0.3846153846153846
3335,된다는,-0.4823529411764706
3336,된다니,-0.42424242424242425
3337,된다더니,-0.6666666666666667
3338,된다면,0.27619047619047615
3339,된답니다,-0.4375
3340,된대요,-0.8181818181818181
3341,된장,-0.46341463414634143
3342,된장찌개,-0.10000000000000003
3343,된지,-0.6000000000000001
3344,될,-0.11920965971459929
3345,될까,-0.08196721311475413
3346,될까봐,-0.4615384615384615
3347,될까요,-0.5818181818181818
3348,될런지,-0.5625
3349,될지,-0.5851851851851853
3350,됨,-0.7884996695307336
3351,됩니까,-0.9292035398230087
3352,됩니다,-0.25098039215686274
3353,됬,-0.4749262536873156
3354,두,-0.21629070123507194
3355,두건,-0.6923076923076923
3356,두겁,-0.28571428571428575
3357,두고두고,0.8356164383561644
3358,두근두근,0.6363636363636365
3359,두깨,0.0
3360,두꺼우,0.31343283582089554
3361,두꺼운,-0.09990108803165182
3362,두꺼운데,-0.23076923076923078
3363,두꺼워,-0.32892561983471075
3364,두꺼워서,-0.22872340425531917
3365,두꺼웠,0.0
3366,두껍,-0.15243243243243243
3367,두께,0.04541326067211626
3368,두두둑,-0.8571428571428572
3369,두드러기,-0.8095238095238095
3370,두드려,0.17647058823529416
3371,두드려서,-0.5
3372,두드리,-0.5384615384615385
3373,두들겨,-0.6666666666666667
3374,두들기,-0.2727272727272727
3375,두렵,-0.3846153846153846
3376,두루,0.7272727272727273
3377,두루두루,0.8153846153846154
3378,두루마리,-0.12000000000000005
3379,두르,-0.07462686567164178
3380,두른,0.16666666666666669
3381,두리,-0.3913043478260869
3382,두말,0.7916666666666667
3383,두벌,-0.09523809523809529
3384,두병,-0.29032258064516125
3385,두부,0.037037037037037035
3386,두상,-0.25
